Score,P1 Odds,P2 Odds
-,1.25,3.69
Score,P1 Odds,P2 Odds
-,1.25,3.69
-,1.34,3.69
-,1.25,3.69
Score,P1 Odds,P2 Odds
-,1.25,3.69
Score,P1 Odds,P2 Odds
-,1.25,3.69
-,1.22,3.69
-,1.22,4.05
