Score,P1 Odds,P2 Odds
-,3.62,1.29
-,4.10,1.24
Score,P1 Odds,P2 Odds
-,4.10,1.24
Score,P1 Odds,P2 Odds
-,4.10,1.24
Score,P1 Odds,P2 Odds
-,4.10,1.24
