Score,P1 Odds,P2 Odds
-,1.87,1.93
-,2.00,1.81
Score,P1 Odds,P2 Odds
-,2.00,1.81
Score,P1 Odds,P2 Odds
-,2.00,1.81
Score,P1 Odds,P2 Odds
-,2.00,1.81
