Score,P1 Odds,P2 Odds
-,4.90,1.18
-,5.30,1.16
Score,P1 Odds,P2 Odds
-,5.30,1.16
Score,P1 Odds,P2 Odds
-,5.30,1.16
Score,P1 Odds,P2 Odds
-,5.30,1.16
